Inner or Outer,Plan or Actuals,Activity Type,Provider,STP,Mitigations in Place for the following week + Additional Comments,POD,Diagnostic Modality,Diagnostic Modality Grouped,Cancer,Week Commencing Date,Activity Count
Outer,Plan,C&B,Shirley Oaks (BMI Healthcare),South West London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,0
Outer,Plan,C&B,St Anthony's (Spire Healthcare),South West London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,0
Outer,Plan,C&B,The New Victoria Hospital (The New Victoria Hospital Limited),South West London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,0
Outer,Capacity,Normal,London East (Spire Healthcare),East London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,33.6
Outer,Capacity,Normal,London Independent (BMI Healthcare),East London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,18.76883518
Outer,Capacity,Normal,The Spire Hartswood,East London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,31.66153846
Outer,Capacity,Normal,Holly House (Holly House),East London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,31.5
Outer,Capacity,Normal,Cavell (BMI Healthcare),North London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,9.859435954
Outer,Capacity,Normal,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,52.5
Outer,Capacity,Normal,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,27.16966256
Outer,Capacity,Normal,Hendon (BMI Healthcare),North London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,4.446595486
Outer,Capacity,Normal,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,16.32301597
Outer,Capacity,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,13.29849728
Outer,Capacity,Normal,Blackheath (BMI Healthcare),South East London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,14.17081331
Outer,Capacity,Normal,Chelsfield (BMI Healthcare),South East London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,17.54639439
Outer,Capacity,Normal,West Valley (Ramsay Health UK),South East London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,0
Outer,Capacity,Normal,Sloane (BMI Healthcare),South East London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,
Outer,Capacity,Normal,Ashtead (Ramsay Health UK),South West London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,0
Outer,Capacity,Normal,Parkside (Aspen Healthcare),South West London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,184.8
Outer,Capacity,Normal,Shirley Oaks (BMI Healthcare),South West London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,13.5776063
Outer,Capacity,Normal,St Anthony's (Spire Healthcare),South West London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,18.17307692
Outer,Capacity,Normal,The New Victoria Hospital (The New Victoria Hospital Limited),South West London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,0
Outer,Plan,Normal,London East (Spire Healthcare),East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Plan,Normal,London Independent (BMI Healthcare),East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Plan,Normal,The Spire Hartswood,East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Plan,Normal,Holly House (Holly House),East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Plan,Normal,Cavell (BMI Healthcare),North London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Plan,Normal,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Plan,Normal,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Plan,Normal,Hendon (BMI Healthcare),North London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Plan,Normal,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Plan,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,76.92307692
Outer,Plan,Normal,Blackheath (BMI Healthcare),South East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Plan,Normal,Chelsfield (BMI Healthcare),South East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Plan,Normal,West Valley (Ramsay Health UK),South East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Plan,Normal,Sloane (BMI Healthcare),South East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Plan,Normal,Ashtead (Ramsay Health UK),South West London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Plan,Normal,Parkside (Aspen Healthcare),South West London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Plan,Normal,Shirley Oaks (BMI Healthcare),South West London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Plan,Normal,St Anthony's (Spire Healthcare),South West London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,12.46153846
Outer,Plan,Normal,The New Victoria Hospital (The New Victoria Hospital Limited),South West London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Plan,C&B,London East (Spire Healthcare),East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Plan,C&B,London Independent (BMI Healthcare),East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Plan,C&B,The Spire Hartswood,East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Plan,C&B,Holly House (Holly House),East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Plan,C&B,Cavell (BMI Healthcare),North London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Plan,C&B,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,15
Outer,Plan,C&B,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Plan,C&B,Hendon (BMI Healthcare),North London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,1
Outer,Plan,C&B,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Plan,C&B,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Plan,C&B,Blackheath (BMI Healthcare),South East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,
Outer,Plan,C&B,Chelsfield (BMI Healthcare),South East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,12
Outer,Plan,C&B,West Valley (Ramsay Health UK),South East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,3
Outer,Plan,C&B,Sloane (BMI Healthcare),South East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,6
Outer,Plan,C&B,Ashtead (Ramsay Health UK),South West London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Plan,C&B,Parkside (Aspen Healthcare),South West London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Plan,C&B,Shirley Oaks (BMI Healthcare),South West London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Plan,C&B,St Anthony's (Spire Healthcare),South West London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,53.84615385
Outer,Plan,C&B,The New Victoria Hospital (The New Victoria Hospital Limited),South West London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Capacity,Normal,London East (Spire Healthcare),East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,62.58807692
Outer,Capacity,Normal,London Independent (BMI Healthcare),East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,21.70585365
Outer,Capacity,Normal,The Spire Hartswood,East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,29.55076923
Outer,Capacity,Normal,Holly House (Holly House),East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,31.5
Outer,Capacity,Normal,Cavell (BMI Healthcare),North London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,8.843454651
Outer,Capacity,Normal,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,52.5
Outer,Capacity,Normal,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,7.475421804
Outer,Capacity,Normal,Hendon (BMI Healthcare),North London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,3.760802152
Outer,Capacity,Normal,Bishopswood (BMI Healthcare),North West London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,11.76263578
Outer,Capacity,Normal,Clementine Churchill (BMI Healthcare),North West London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,22.68585783
Outer,Capacity,Normal,Blackheath (BMI Healthcare),South East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,7.330450155
Outer,Capacity,Normal,Chelsfield (BMI Healthcare),South East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,10.82421392
Outer,Capacity,Normal,West Valley (Ramsay Health UK),South East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,168
Outer,Capacity,Normal,Sloane (BMI Healthcare),South East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,
Outer,Capacity,Normal,Ashtead (Ramsay Health UK),South West London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,37.8
Outer,Capacity,Normal,Parkside (Aspen Healthcare),South West London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,402
Outer,Capacity,Normal,Shirley Oaks (BMI Healthcare),South West London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,3.38076944
Outer,Capacity,Normal,St Anthony's (Spire Healthcare),South West London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,51.6171935
Outer,Capacity,Normal,The New Victoria Hospital (The New Victoria Hospital Limited),South West London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,154.182
Outer,Actuals,C&B,Holly House (Holly House),East London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,8
Outer,Actuals,C&B,Holly House (Holly House),East London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,3
Outer,Actuals,C&B,Holly House (Holly House),East London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,27/09/2020,82
Outer,Actuals,C&B,Holly House (Holly House),East London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,7
Outer,Actuals,C&B,Holly House (Holly House),East London STP,,Outpatients,,,Non-Cancer,27/09/2020,278
Outer,Actuals,C&B,Holly House (Holly House),East London STP,,Elective,,,Non-Cancer,27/09/2020,10
Outer,Actuals,C&B,London East (Spire Healthcare),East London STP,,Daycase,,,Non-Cancer,27/09/2020,28
Outer,Actuals,C&B,London Independent (BMI Healthcare),East London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,12
Outer,Actuals,C&B,London Independent (BMI Healthcare),East London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,29
Outer,Actuals,C&B,London Independent (BMI Healthcare),East London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,26
Outer,Actuals,C&B,London Independent (BMI Healthcare),East London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,27/09/2020,22
Outer,Actuals,C&B,London Independent (BMI Healthcare),East London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,27/09/2020,4
Outer,Actuals,C&B,London Independent (BMI Healthcare),East London STP,,Outpatients,,,Non-Cancer,27/09/2020,6
Outer,Actuals,C&B,London Independent (BMI Healthcare),East London STP,,Daycase,,,Non-Cancer,27/09/2020,64
Outer,Actuals,C&B,North East London Teatment Centre (Care UK Clinical Services Limited),East London STP,,Daycase,,,Non-Cancer,27/09/2020,91
Outer,Actuals,C&B,The Spire Hartswood,East London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,1
Outer,Actuals,C&B,The Spire Hartswood,East London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,27/09/2020,1
Outer,Actuals,C&B,The Spire Hartswood,East London STP,,Daycase,,,Non-Cancer,27/09/2020,5
Outer,Actuals,C&B,Schoen Clinic London (Schoen Clinic UK),North London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Schoen Clinic London (Schoen Clinic UK),North London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Schoen Clinic London (Schoen Clinic UK),North London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Schoen Clinic London (Schoen Clinic UK),North London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Schoen Clinic London (Schoen Clinic UK),North London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Schoen Clinic London (Schoen Clinic UK),North London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Schoen Clinic London (Schoen Clinic UK),North London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Schoen Clinic London (Schoen Clinic UK),North London STP,,Diagnostics,DEXASCAN,X-RAY,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Schoen Clinic London (Schoen Clinic UK),North London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Schoen Clinic London (Schoen Clinic UK),North London STP,,Diagnostics,ENDOSCOPY - Bowel Cancer Screening,ENDOSCOPY,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Schoen Clinic London (Schoen Clinic UK),North London STP,,Diagnostics,"ENDOSCOPY - All other endoscopy activity (Cystoscopy, bronchoscopy etc)",ENDOSCOPY,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Schoen Clinic London (Schoen Clinic UK),North London STP,,Outpatients,,,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Schoen Clinic London (Schoen Clinic UK),North London STP,,Elective,,,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Schoen Clinic London (Schoen Clinic UK),North London STP,,Daycase,,,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Schoen Clinic London (Schoen Clinic UK),North London STP,,Elective,,,Cancer,27/09/2020,0
Outer,Actuals,C&B,Schoen Clinic London (Schoen Clinic UK),North London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Schoen Clinic London (Schoen Clinic UK),North London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Cavell (BMI Healthcare),North London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,17
Outer,Actuals,C&B,Cavell (BMI Healthcare),North London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,8
Outer,Actuals,C&B,Cavell (BMI Healthcare),North London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,14
Outer,Actuals,C&B,Cavell (BMI Healthcare),North London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,27/09/2020,28
Outer,Actuals,C&B,Cavell (BMI Healthcare),North London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Cavell (BMI Healthcare),North London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,27/09/2020,1
Outer,Actuals,C&B,Cavell (BMI Healthcare),North London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Cavell (BMI Healthcare),North London STP,,Diagnostics,DEXASCAN,X-RAY,Non-Cancer,27/09/2020,1
Outer,Actuals,C&B,Cavell (BMI Healthcare),North London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,27/09/2020,22
Outer,Actuals,C&B,Cavell (BMI Healthcare),North London STP,,Diagnostics,ENDOSCOPY - Bowel Cancer Screening,ENDOSCOPY,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Cavell (BMI Healthcare),North London STP,,Diagnostics,"ENDOSCOPY - All other endoscopy activity (Cystoscopy, bronchoscopy etc)",ENDOSCOPY,Non-Cancer,27/09/2020,5
Outer,Actuals,C&B,Cavell (BMI Healthcare),North London STP,,Outpatients,,,Non-Cancer,27/09/2020,164
Outer,Actuals,C&B,Cavell (BMI Healthcare),North London STP,,Elective,,,Non-Cancer,27/09/2020,10
Outer,Actuals,C&B,Cavell (BMI Healthcare),North London STP,,Daycase,,,Non-Cancer,27/09/2020,13
Outer,Actuals,C&B,Cavell (BMI Healthcare),North London STP,,Elective,,,Cancer,27/09/2020,0
Outer,Actuals,C&B,Cavell (BMI Healthcare),North London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Cavell (BMI Healthcare),North London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,27/09/2020,10
Outer,Actuals,C&B,Hendon (BMI Healthcare),North London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Hendon (BMI Healthcare),North London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,1
Outer,Actuals,C&B,Hendon (BMI Healthcare),North London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,7
Outer,Actuals,C&B,Hendon (BMI Healthcare),North London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,27/09/2020,9
Outer,Actuals,C&B,Hendon (BMI Healthcare),North London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Hendon (BMI Healthcare),North London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Hendon (BMI Healthcare),North London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Hendon (BMI Healthcare),North London STP,,Diagnostics,DEXASCAN,X-RAY,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Hendon (BMI Healthcare),North London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Hendon (BMI Healthcare),North London STP,,Diagnostics,ENDOSCOPY - Bowel Cancer Screening,ENDOSCOPY,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Hendon (BMI Healthcare),North London STP,,Diagnostics,"ENDOSCOPY - All other endoscopy activity (Cystoscopy, bronchoscopy etc)",ENDOSCOPY,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Hendon (BMI Healthcare),North London STP,,Outpatients,,,Non-Cancer,27/09/2020,355
Outer,Actuals,C&B,Hendon (BMI Healthcare),North London STP,,Elective,,,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Hendon (BMI Healthcare),North London STP,,Daycase,,,Non-Cancer,27/09/2020,13
Outer,Actuals,C&B,Hendon (BMI Healthcare),North London STP,,Elective,,,Cancer,27/09/2020,0
Outer,Actuals,C&B,Hendon (BMI Healthcare),North London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Hendon (BMI Healthcare),North London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,DEXASCAN,X-RAY,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,27/09/2020,1
Outer,Actuals,C&B,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,ENDOSCOPY - Bowel Cancer Screening,ENDOSCOPY,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Highgate Private (Aspen Healthcare),North London STP,,Diagnostics,"ENDOSCOPY - All other endoscopy activity (Cystoscopy, bronchoscopy etc)",ENDOSCOPY,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Highgate Private (Aspen Healthcare),North London STP,,Outpatients,,,Non-Cancer,27/09/2020,70
Outer,Actuals,C&B,Highgate Private (Aspen Healthcare),North London STP,,Elective,,,Non-Cancer,27/09/2020,2
Outer,Actuals,C&B,Highgate Private (Aspen Healthcare),North London STP,,Daycase,,,Non-Cancer,27/09/2020,10
Outer,Actuals,C&B,Highgate Private (Aspen Healthcare),North London STP,,Elective,,,Cancer,27/09/2020,0
Outer,Actuals,C&B,Highgate Private (Aspen Healthcare),North London STP,,DNA/Cancellation (Theatres Only),,,Non-Cancer,27/09/2020,4
Outer,Actuals,C&B,Highgate Private (Aspen Healthcare),North London STP,,Number of 1/2 Day Lists (Theatres Only),,,Non-Cancer,27/09/2020,5
Outer,Actuals,C&B,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,COMPUTERISED TOMOGRAPHY (CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,X-RAY,X-RAY,Non-Cancer,27/09/2020,13
Outer,Actuals,C&B,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,ULTRASOUND,ULTRASOUND,Non-Cancer,27/09/2020,20
Outer,Actuals,C&B,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,MAGNETIC RESONANCE IMAGING (MRI),MAGNETIC RESONANCE IMAGING (MRI),Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,POSITRON EMISSION TOMOGRAPHY - COMPUTERISED TOMOGRAPHY (PET-CT),COMPUTERISED TOMOGRAPHY (CT),Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,ECHO,OTHER,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,NUCLEAR MEDICINE SCAN,OTHER,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,DEXASCAN,X-RAY,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,"ENDOSCOPY - GI activity (Flexi-sigs, Gastroscopy and Colonoscopy)",ENDOSCOPY,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,ENDOSCOPY - Bowel Cancer Screening,ENDOSCOPY,Non-Cancer,27/09/2020,0
Outer,Actuals,C&B,Kings Oak (BMI Healthcare),North London STP,,Diagnostics,"ENDOSCOPY - All other endoscopy activity (Cystoscopy, bronchoscopy etc)",ENDOSCOPY,Non-Cancer,27/09/2020,0
